,Alexandre’s Bar,Amarelim do Prado,Andrade’s Beer,Arcos Bar,Armazém Santa Amélia,Avalanche Espeteria,Azougue Fogo e Bar,Baiuca,Bar Bambú,Bar Bendita Baderna,Bar da Cíntia,Bar da Fia,Bar da Lu,Bar da Silvânia,Bar do Bartolomeu,Bar do Bem,Bar do Kim,Bar do Nelson,Bar do Primo,Bar do Regis,Bar do Romeu,Bar dos Meninos,Bar Du Du,Bar e Restaurante Bom Sabor,Bar e Restaurante do Joãozinho,Bar Estabelecimento,Bar Junto Juntinho,Bar Mania Mineira,Bar Pompéu,Bar Stella,Bar Temático Sta. Teresa,Barrigudinha Buteco,Barzim dos amigos,Bazin Bar,Beco Restaurante,Benjamin Bar,Boteco 86,Botequim Buritis,Botequim de Lourdes,Buteco do Lili,Buteco do Rod,Buteco Tô D’Boa,Buteco’s Bar,Butiquim On Cê Tá?,Café Bahia,Café Palhares,Camisola Bar,Canela Amarela,Cantina Arte Quintal,Cantinho da Baiana,Casa da Madrinha,Cervejaria Pajé,Chapa Mágica,Choperia América Norte Sul,Chopp da Esquina,Companhia do Dino,Conectados Bar,COSMOS,Deck Boi na Brasa,Dona Dora,Dona Ju Gastro Bar,Dona Suica,Ember BBQ,Espetinho do Boi,Espetinhos do Paulão,Espettinho.com,Fogão de Minas,Garagge Vintage,Geraldin da Cida,Golden Grill,Iracema Bar,Ivo Grill,Já To Inno,Juzé Bar,Köbes Emporium Bar,Koqueiros Bar,Lá Ele Bar,Leo da Quadra,Locomotiva’s Bar,Magnífico Quintal,Magrelo’s Bar,Mamute Bar,Marina’s Bar,Mineiros Beer,Mulão,Nosso Spetim,O Fino do Alho,Oratório Bar,Parada 10.95 Bar,Parada do Sabor,Pé de Cana,Pé de Goiaba,Planeta Lúpulo,PoiZé Bar e Petisqueira,Prado Beer,Prosa Boa,Quinteiro Bar e Restaurante,Quioxque Botequim Carioca,Quitandas da Tia Nice Bar,Rancho do Manoel,Recanto Vovó Tela,Regis Bar,Rei do Peixe,Resenha da Naty,Restaurante Jorge Americano,S.O.S PUB,Santa Boemia,Santuário Retrô,Seu Braz,Silvio’s Bar,Sinhá Erozitha Bistrôteco,Sô Bar,Spetim,Tanganica Art Bar,The Butcher,Toca do Ogro,Toninho – Alto Forno,Tropeiro do Lisboa,Us Motoca,Xambar,Xico da Kafua,Xico do Churrasco,Zé Bolacha,Zoo Bar
Quioxque Botequim Carioca,19.543,11.769,13.861,17.383,20.917,22.215,15.831,16.084,10.855,24.249,23.703,22.746,24.051,8.959,5.521,7.045,4.742,22.926,9.819,5.37,23.156,11.02,23.154,9.376,1.63,15.707,10.891,12.299,22.292,21.85,15.253,11.993,5.807,17.232,21.874,9.151,8.852,6.841,13.282,17.287,13.382,22.879,22.125,23.505,18.111,18.111,24.287,10.297,13.642,23.316,12.612,10.145,23.14,9.821,7.021,21.993,10.891,22.677,17.387,18.111,26.899,22.385,15.707,1.63,15.389,6.936,18.907,17.915,9.337,4.069,15.253,18.345,9.151,22.125,24.139,24.811,18.882,4.193,22.926,20.917,13.835,16.618,13.861,16.821,14.06,22.051,22.051,22.144,11.993,17.915,15.831,9.819,20.917,15.831,10.891,17.915,23.032,0.0,18.132,24.327,28.202,13.11,23.433,14.863,13.341,11.432,17.874,13.11,22.891,17.644,18.132,18.08,24.171,9.055,9.055,24.332,13.341,24.755,9.82,13.341,10.286,18.08,18.938,19.756
Quitandas da Tia Nice Bar,10.202,6.857,4.951,3.916,17.132,13.54,6.044,5.712,14.743,1.85,13.847,14.071,13.51,15.691,22.241,12.791,15.469,5.04,12.394,15.318,11.283,14.908,1.443,11.249,18.409,6.65,7.373,5.672,9.685,11.259,4.408,13.093,15.789,8.557,3.489,10.413,12.954,21.074,5.757,8.612,11.489,14.204,13.45,13.149,3.669,3.669,0.625,8.13,11.749,5.431,6.258,19.926,10.829,17.011,12.896,9.386,7.373,4.792,14.427,3.669,14.479,14.114,6.65,18.409,4.544,21.168,9.53,9.24,9.617,21.139,4.408,3.904,10.413,13.45,1.252,0.0,10.207,19.602,5.04,17.132,13.991,5.436,4.951,14.928,12.167,13.376,13.376,3.758,13.093,9.24,6.044,12.394,17.132,6.044,7.373,9.24,0.589,18.132,0.0,10.349,14.224,4.111,14.374,16.71,3.839,16.788,1.135,4.111,13.236,1.509,0.0,18.495,1.496,10.549,10.549,5.144,3.839,13.629,15.288,3.839,18.693,18.495,11.899,18.058
Rancho do Manoel,3.689,14.44,12.533,13.469,8.05,4.071,15.53,15.055,19.739,9.787,5.902,5.035,5.565,22.686,28.435,20.93,21.673,8.464,17.709,19.229,1.865,19.904,11.265,17.266,24.603,15.512,14.956,13.255,0.0,1.74,11.99,17.668,19.7,6.207,11.986,15.776,17.95,24.985,13.339,6.263,15.686,6.011,4.504,3.61,12.165,12.165,9.825,15.712,15.946,8.855,13.84,22.556,1.67,23.548,18.21,1.031,14.956,8.215,10.698,12.165,13.595,4.432,15.512,24.603,12.126,25.079,4.285,6.242,17.2,27.334,11.99,12.4,15.776,4.504,9.677,10.349,4.051,25.797,8.464,8.05,13.242,14.203,12.533,12.25,16.364,4.43,4.43,12.255,17.668,6.242,15.53,17.709,8.05,15.53,14.956,6.242,10.229,24.327,10.349,0.0,5.452,12.52,4.179,14.192,12.726,20.536,9.562,12.52,3.688,10.895,9.685,11.315,8.597,15.949,15.949,9.04,12.726,4.711,19.036,12.726,16.174,11.315,6.821,8.841
Recanto Vovó Tela,6.097,18.315,16.408,17.344,6.835,3.123,19.405,18.93,23.614,13.662,0.954,3.355,1.472,26.561,32.31,24.805,25.548,12.339,21.584,23.104,4.334,23.779,15.14,21.141,28.478,19.387,18.831,17.13,5.452,4.597,15.865,21.543,23.575,8.615,15.861,19.651,21.825,28.86,17.214,8.671,19.561,5.93,3.884,7.053,16.04,16.04,13.7,19.587,19.821,12.73,17.715,26.431,4.318,27.423,22.085,7.449,18.831,12.09,11.253,16.04,17.47,2.55,19.387,28.478,16.001,28.954,6.693,8.65,21.075,31.209,15.865,16.275,19.651,3.884,13.552,14.224,6.459,29.672,12.339,6.835,15.651,18.078,16.408,12.805,20.239,3.958,3.958,16.13,21.543,8.65,19.405,21.584,6.835,19.405,18.831,8.65,14.104,28.202,14.224,5.452,0.0,16.284,2.388,17.129,15.152,23.464,14.213,16.284,4.521,15.546,14.336,11.691,13.247,18.878,18.878,13.691,15.152,0.954,21.964,15.152,19.103,11.691,9.271,8.904
Regis Bar,10.606,2.325,0.0,3.041,14.983,13.278,3.674,3.092,11.373,7.881,14.766,13.809,15.114,12.321,17.218,9.42,10.447,9.06,9.024,8.354,14.22,11.537,3.809,7.879,13.386,3.549,2.817,1.14,12.52,12.914,0.963,10.119,7.775,8.295,1.61,7.439,9.583,9.744,1.225,8.351,8.515,13.942,13.188,14.568,1.72,1.72,6.028,3.598,8.775,9.451,1.761,16.555,14.203,13.64,9.525,12.221,2.817,8.812,11.453,1.72,17.313,13.448,3.549,13.386,0.548,9.838,9.88,8.978,4.249,16.117,0.963,1.955,7.439,13.188,5.333,4.111,9.945,14.58,9.06,14.983,11.017,2.818,0.0,11.954,9.193,13.114,13.114,2.031,10.119,8.978,3.674,9.024,14.983,3.674,2.817,8.978,3.688,13.11,4.111,12.52,16.284,0.0,12.803,9.02,0.231,13.973,4.692,0.0,12.26,3.317,4.951,13.203,5.888,7.733,7.733,8.092,0.231,14.125,12.473,0.231,11.39,13.203,9.926,12.766
Rei do Peixe,4.034,14.709,12.803,13.68,6.326,1.62,15.742,14.999,18.845,13.812,1.489,2.709,1.837,21.792,27.541,20.036,20.779,12.489,16.815,18.336,3.36,19.01,13.477,16.373,23.709,15.602,16.556,13.524,4.179,2.534,12.26,16.774,18.806,6.552,12.197,14.882,17.056,24.091,13.609,6.608,14.793,3.973,2.591,4.99,12.377,12.377,13.85,18.154,15.052,12.88,14.11,21.662,3.034,22.654,17.316,4.813,16.556,12.24,9.295,12.377,17.5,0.0,15.602,23.709,12.396,24.185,4.63,6.587,17.71,26.44,12.26,12.612,14.882,2.591,13.702,14.374,4.396,24.903,12.489,6.326,13.588,14.415,12.803,10.848,15.47,2.665,2.665,12.467,16.774,6.587,15.742,16.815,6.326,15.742,16.556,6.587,14.254,23.433,14.374,4.179,2.388,12.803,0.0,14.293,12.316,20.628,13.451,13.448,3.481,14.517,14.114,10.929,13.026,16.042,16.042,15.216,12.316,1.809,19.128,12.316,16.267,10.929,6.435,8.814
Resenha da Naty,11.451,8.763,9.02,15.257,8.66,14.123,12.123,11.541,4.475,16.149,15.611,11.355,15.959,13.222,18.971,11.466,12.209,14.825,8.245,9.766,15.064,4.315,15.053,7.803,15.139,11.998,7.699,9.105,14.192,13.758,8.477,3.38,10.236,9.14,10.367,4.14,4.562,15.521,9.224,9.195,1.69,9.733,10.77,15.413,10.104,10.104,16.186,9.298,0.0,15.216,8.512,9.832,15.048,14.084,8.746,13.893,7.699,14.577,5.131,10.104,18.799,14.293,11.998,15.139,8.613,15.615,10.807,9.823,8.854,17.87,8.477,10.339,4.14,10.77,11.204,16.71,10.79,16.333,14.825,8.66,3.342,11.267,9.02,3.977,1.241,11.236,11.236,10.637,3.38,9.823,12.123,8.245,8.66,12.123,7.699,9.823,12.204,14.863,16.71,14.192,17.129,9.02,14.293,0.0,8.981,11.885,11.49,8.775,11.319,11.554,11.749,3.501,15.791,7.299,7.299,15.951,8.981,16.374,10.385,8.981,7.524,3.501,7.634,6.06
Restaurante Jorge Americano,9.474,2.556,0.231,2.769,15.189,12.146,3.402,2.82,11.579,8.088,13.634,12.677,13.982,12.527,17.449,9.627,10.678,9.267,9.23,8.585,13.087,11.744,3.537,8.085,13.617,3.277,3.048,1.371,12.726,11.781,1.17,10.325,8.006,7.163,1.338,7.646,9.79,10.039,1.456,7.218,8.721,12.81,12.056,13.436,1.448,1.448,3.935,3.829,8.981,9.657,1.992,16.762,13.071,13.847,9.731,12.427,3.048,9.018,11.66,1.448,17.221,12.316,3.277,13.617,0.754,10.133,8.747,7.846,4.48,16.348,1.17,1.683,7.646,12.056,3.231,3.839,8.813,14.811,9.267,15.189,11.224,2.546,0.231,12.16,9.399,11.982,11.982,1.759,10.325,7.846,3.402,9.23,15.189,3.402,3.048,7.846,3.416,13.341,3.839,12.726,15.152,0.231,12.316,8.981,0.0,13.127,3.674,1.244,12.028,3.086,4.077,13.631,5.713,6.887,6.887,7.917,0.0,13.892,11.626,0.0,10.544,13.631,10.354,13.194
S.O.S PUB,17.786,12.398,13.973,16.69,17.966,20.458,21.08,21.333,5.407,18.751,21.946,20.989,22.294,1.615,11.756,4.996,5.523,21.169,7.284,6.335,21.399,5.571,16.487,6.841,9.07,20.956,10.44,11.847,20.536,20.094,13.43,5.771,6.806,15.475,14.865,7.386,7.086,12.09,13.677,15.531,11.626,21.122,20.368,21.748,15.045,15.045,16.898,12.934,11.885,21.56,12.16,0.0,21.383,1.841,6.192,20.236,10.44,20.92,14.436,15.045,25.142,20.628,20.956,9.07,13.566,12.185,17.15,16.158,12.489,10.655,13.43,15.28,7.386,20.368,16.203,16.788,17.125,8.926,21.169,17.966,8.107,21.867,13.973,12.4,8.956,20.294,20.294,15.135,5.771,16.158,21.08,7.284,17.966,21.08,10.44,16.158,16.365,11.432,16.788,20.536,23.464,13.973,20.628,11.885,13.127,0.0,19.667,16.555,21.12,19.728,19.926,13.275,20.863,7.106,7.106,22.561,16.762,22.984,1.742,16.762,7.527,13.275,17.167,17.43
Santa Boemia,10.078,6.599,4.692,3.514,16.873,13.281,5.523,5.191,14.485,2.82,13.724,13.813,13.387,15.433,21.982,12.532,15.21,6.01,12.136,15.06,11.159,14.649,1.146,10.991,18.15,6.129,7.115,5.414,9.562,11.136,4.15,12.834,15.53,8.298,3.086,10.155,12.695,20.815,5.498,8.354,11.231,13.945,13.192,13.026,3.266,3.266,1.069,7.871,11.49,6.401,5.999,19.667,10.706,16.752,12.637,9.263,7.115,5.762,14.169,3.266,14.356,13.451,6.129,18.15,4.285,20.91,9.407,8.981,9.359,20.881,4.15,3.501,10.155,13.192,0.993,1.135,9.949,19.344,6.01,16.873,13.733,4.368,4.692,14.669,11.908,13.117,13.117,3.356,12.834,8.981,5.523,12.136,16.873,5.523,7.115,8.981,0.577,17.874,1.135,9.562,14.213,4.692,13.451,11.49,3.674,19.667,0.0,3.139,12.264,1.7,1.166,16.168,2.875,9.577,9.577,5.246,2.867,13.562,14.316,2.867,13.234,16.168,10.927,15.73
Santuário Retrô,10.606,2.325,0.0,3.041,14.983,13.278,3.674,3.092,11.373,7.881,14.766,13.809,15.114,12.321,17.218,9.42,10.447,9.06,9.024,8.354,14.22,11.537,3.809,7.879,13.386,3.549,2.817,1.14,12.52,12.914,0.963,10.119,7.775,8.295,1.61,7.439,9.583,9.744,1.225,8.351,8.515,13.942,13.188,14.568,1.72,1.72,6.028,3.598,8.775,9.451,1.761,16.555,14.203,13.64,9.525,12.221,2.817,8.812,11.453,1.72,17.313,13.448,3.549,13.386,0.548,9.838,9.88,8.978,4.249,16.117,0.963,1.955,7.439,13.188,5.333,4.111,9.945,14.58,9.06,14.983,11.017,2.818,0.0,11.954,9.193,13.114,13.114,2.031,10.119,8.978,3.674,9.024,14.983,3.674,2.817,8.978,3.688,13.11,4.111,12.52,16.284,0.0,13.448,8.775,1.244,16.555,3.139,0.0,12.26,3.317,4.951,13.203,5.888,7.733,7.733,8.092,0.231,14.125,12.473,0.231,11.39,13.203,9.926,12.766
Seu Braz,3.491,14.167,12.26,13.138,4.403,2.177,15.2,14.456,18.303,14.308,4.799,1.384,5.147,21.25,26.999,19.494,20.236,12.984,16.273,17.793,3.888,18.467,12.934,15.83,23.167,15.059,16.013,12.982,3.688,3.063,11.718,14.155,18.264,6.01,11.655,14.34,16.514,23.549,13.066,6.065,11.3,1.6,0.853,4.422,11.835,11.835,14.345,17.612,11.319,13.375,13.567,21.12,4.197,22.112,16.774,4.602,16.013,12.736,7.051,11.835,16.958,3.481,15.059,23.167,11.853,23.643,4.087,6.045,17.168,25.897,11.718,12.069,14.34,0.853,12.453,13.236,3.854,24.361,12.984,4.403,12.422,13.872,12.26,8.603,12.016,0.778,0.778,11.924,14.155,6.045,15.2,16.273,4.403,15.2,16.013,6.045,12.812,22.891,13.236,3.688,4.521,12.26,3.481,11.319,12.028,21.12,12.264,12.26,0.0,13.404,12.597,8.006,13.943,14.929,14.929,14.103,11.203,4.383,18.015,11.203,15.154,8.006,5.322,5.219
Silvio’s Bar,11.674,5.642,3.317,2.712,17.939,14.347,4.317,3.984,14.545,3.194,15.057,14.878,14.72,15.493,22.043,12.593,15.271,6.384,12.197,15.124,12.492,14.71,0.0,11.052,18.211,4.923,6.134,4.457,10.895,13.982,4.21,12.898,11.092,9.364,2.498,10.219,12.756,13.756,4.542,9.419,11.295,15.011,14.257,14.359,2.678,2.678,2.147,6.914,11.554,6.775,5.077,19.728,12.039,16.813,12.698,10.596,6.134,6.136,14.233,2.678,15.689,14.517,4.923,18.211,4.346,13.85,10.948,10.047,7.566,20.941,4.21,2.913,10.219,14.257,2.451,1.509,11.014,19.404,6.384,17.939,13.797,3.161,3.317,14.733,11.972,14.183,14.183,2.768,12.898,10.047,4.317,12.197,17.939,4.317,6.134,10.047,1.379,17.644,1.509,10.895,15.546,3.317,14.517,11.554,3.086,19.728,1.7,3.317,13.404,0.0,1.443,16.838,3.009,10.247,10.247,5.997,3.537,14.545,14.987,3.537,13.904,16.838,11.597,16.4
Sinhá Erozitha Bistrôteco,10.202,6.857,4.951,3.916,17.132,13.54,6.044,5.712,14.743,1.85,13.847,14.071,13.51,15.691,22.241,12.791,15.469,5.04,12.394,15.318,11.283,14.908,1.443,11.249,18.409,6.65,7.373,5.672,9.685,11.259,4.408,13.093,15.789,8.557,3.489,10.413,12.954,21.074,5.757,8.612,11.489,14.204,13.45,13.149,3.669,3.669,0.625,8.13,11.749,5.431,6.258,19.926,10.829,17.011,12.896,9.386,7.373,4.792,14.427,3.669,14.479,14.114,6.65,18.409,4.544,21.168,9.53,9.24,9.617,21.139,4.408,3.904,10.413,13.45,1.252,0.0,10.207,19.602,5.04,17.132,13.991,5.436,4.951,14.928,12.167,13.376,13.376,3.758,13.093,9.24,6.044,12.394,17.132,6.044,7.373,9.24,0.589,18.132,0.0,9.685,14.336,4.951,14.114,11.749,4.077,19.926,1.166,4.951,12.597,1.443,0.0,18.495,1.496,10.549,10.549,5.144,3.839,13.629,15.288,3.839,18.693,18.495,11.899,18.058
Sô Bar,8.736,11.98,13.203,17.042,5.638,9.38,16.306,15.725,6.786,17.934,12.247,8.332,12.595,12.693,22.188,14.187,15.426,16.611,13.916,12.983,11.701,6.627,16.838,13.473,18.356,16.182,10.917,14.368,11.315,10.395,12.661,5.692,13.453,8.072,15.559,6.815,7.236,18.738,14.453,8.212,3.697,6.711,7.747,12.049,15.739,15.739,17.972,12.515,3.501,17.001,11.729,13.275,11.684,13.919,14.417,12.229,10.917,16.362,2.108,15.739,20.584,10.929,16.182,18.356,12.796,18.832,8.01,7.332,12.071,21.087,12.661,15.974,6.815,7.747,17.824,18.495,8.076,19.55,16.611,5.638,3.351,15.45,13.203,0.0,3.915,8.213,8.213,15.828,5.692,7.332,16.306,13.916,5.638,16.306,10.917,7.332,16.717,18.08,18.495,11.315,11.691,13.203,10.929,3.501,13.631,13.275,16.168,13.203,8.006,16.838,18.495,0.0,17.706,13.624,13.624,17.866,12.16,12.017,13.906,12.16,10.703,0.0,6.467,3.344
Spetim,9.113,7.795,5.888,5.328,18.477,13.938,7.197,6.865,19.584,0.0,12.759,15.416,12.422,16.629,28.279,13.728,21.517,3.952,17.554,19.074,10.194,19.748,3.009,12.187,24.448,7.803,8.311,6.61,8.597,10.171,5.346,17.512,19.545,9.902,4.9,15.62,17.794,24.829,6.694,9.958,15.531,15.549,14.795,12.061,5.08,5.08,1.289,9.067,15.791,4.343,7.195,20.863,9.74,17.948,18.055,8.298,8.311,3.704,16.153,5.08,13.39,13.026,7.803,24.448,5.481,24.924,8.441,10.585,10.555,27.178,5.346,5.315,15.62,14.795,2.519,1.496,11.553,25.641,3.952,18.477,18.033,6.588,5.888,17.706,16.209,14.721,14.721,5.17,17.512,10.585,7.197,17.554,18.477,7.197,8.311,10.585,1.861,24.171,1.496,8.597,13.247,5.888,13.026,15.791,5.713,20.863,2.875,5.888,13.943,3.009,1.496,17.706,0.0,12.512,12.512,4.364,8.088,13.067,17.251,8.088,18.131,17.934,12.157,17.496
Tanganica Art Bar,13.2,6.158,7.733,10.451,14.574,15.872,9.122,8.541,4.289,12.512,17.36,16.403,17.708,7.539,13.163,4.639,6.4,13.691,2.444,3.957,16.813,4.454,10.247,2.001,9.331,8.998,4.2,5.608,15.949,15.507,7.19,5.427,4.428,10.889,8.626,2.799,2.5,9.713,7.438,10.944,7.039,16.536,15.782,17.162,8.806,8.806,10.659,6.694,7.299,14.082,5.921,7.106,16.797,7.75,2.945,15.65,4.2,13.442,11.044,8.806,20.556,16.042,8.998,9.331,7.326,9.807,12.564,11.572,6.25,12.061,7.19,9.041,2.799,15.782,9.964,10.549,12.539,10.524,13.691,14.574,7.8,8.872,7.733,13.624,7.717,15.708,15.708,8.895,5.427,11.572,9.122,2.444,14.574,9.122,4.2,11.572,10.125,9.055,10.549,15.949,18.878,7.733,16.042,7.299,6.887,7.106,9.577,7.733,14.929,10.247,10.549,13.624,12.512,0.0,0.0,15.875,7.601,16.298,5.414,7.601,2.552,12.794,10.481,11.299
The Butcher,13.2,6.158,7.733,10.451,14.574,15.872,9.122,8.541,4.289,12.512,17.36,16.403,17.708,7.539,13.163,4.639,6.4,13.691,2.444,3.957,16.813,4.454,10.247,2.001,9.331,8.998,4.2,5.608,15.949,15.507,7.19,5.427,4.428,10.889,8.626,2.799,2.5,9.713,7.438,10.944,7.039,16.536,15.782,17.162,8.806,8.806,10.659,6.694,7.299,14.082,5.921,7.106,16.797,7.75,2.945,15.65,4.2,13.442,11.044,8.806,20.556,16.042,8.998,9.331,7.326,9.807,12.564,11.572,6.25,12.061,7.19,9.041,2.799,15.782,9.964,10.549,12.539,10.524,13.691,14.574,7.8,8.872,7.733,13.624,7.717,15.708,15.708,8.895,5.427,11.572,9.122,2.444,14.574,9.122,4.2,11.572,10.125,9.055,10.549,15.949,18.878,7.733,16.042,7.299,6.887,7.106,9.577,7.733,14.929,10.247,10.549,13.624,12.512,0.0,0.0,15.875,7.601,16.298,5.414,7.601,2.552,12.794,10.481,11.299
Toca do Ogro,9.557,9.998,8.092,7.555,18.638,15.045,10.405,10.613,19.744,4.364,13.202,15.577,12.865,22.691,28.44,20.935,21.677,0.0,17.714,19.234,10.638,19.909,5.997,17.271,24.608,11.07,10.514,8.813,9.04,10.614,7.549,17.673,19.705,10.062,7.544,15.781,17.955,24.99,8.898,10.118,15.691,15.71,14.956,12.504,7.724,7.724,4.62,11.271,15.951,0.474,9.399,22.561,10.184,23.553,18.215,8.741,10.514,0.497,16.313,7.724,8.234,15.216,11.07,24.608,7.685,25.084,8.885,10.746,12.758,27.339,7.549,7.959,15.781,14.956,5.236,5.144,11.713,25.802,0.0,18.638,18.193,9.761,8.092,17.866,16.369,14.881,14.881,7.814,17.673,10.746,10.405,17.714,18.638,10.405,10.514,10.746,5.192,24.332,5.144,9.04,13.691,8.092,15.216,15.951,7.917,22.561,5.246,8.092,14.103,5.997,5.144,17.866,4.364,15.875,15.875,0.0,9.267,11.744,19.669,9.267,16.808,16.611,10.834,16.173
Toninho – Alto Forno,9.474,2.556,0.231,2.769,15.189,12.146,3.402,2.82,11.579,8.088,13.634,12.677,13.982,12.527,17.449,9.627,10.678,9.267,9.23,8.585,13.087,11.744,3.537,8.085,13.617,3.277,3.048,1.371,12.726,11.781,1.17,10.325,8.006,7.163,1.338,7.646,9.79,10.039,1.456,7.218,8.721,12.81,12.056,13.436,1.448,1.448,3.935,3.829,8.981,9.657,1.992,16.762,13.071,13.847,9.731,12.427,3.048,9.018,11.66,1.448,17.221,12.316,3.277,13.617,0.754,10.133,8.747,7.846,4.48,16.348,1.17,1.683,7.646,12.056,3.231,3.839,8.813,14.811,9.267,15.189,11.224,2.546,0.231,12.16,9.399,11.982,11.982,1.759,10.325,7.846,3.402,9.23,15.189,3.402,3.048,7.846,3.416,13.341,3.839,12.726,15.152,0.231,12.316,8.981,0.0,16.762,2.867,0.231,11.203,3.537,3.839,12.16,8.088,7.601,7.601,9.267,0.0,13.892,11.626,0.0,10.544,13.631,10.354,13.194
Tropeiro do Lisboa,5.356,16.031,14.125,15.002,6.467,2.769,17.064,16.321,20.167,13.067,0.0,3.001,0.922,23.114,28.863,21.358,22.101,11.744,18.137,19.657,3.594,20.332,14.545,17.694,25.031,16.924,17.877,14.846,4.711,3.856,13.582,18.096,20.128,7.874,13.519,16.204,18.378,25.413,14.931,7.93,16.115,5.141,3.53,6.312,13.699,13.699,13.105,19.476,16.374,12.134,15.432,22.984,3.577,23.976,18.638,5.089,17.877,11.495,10.464,13.699,16.875,1.809,16.924,25.031,13.718,25.507,5.952,7.909,19.032,27.762,13.582,13.934,16.204,3.53,12.957,13.629,5.718,26.225,11.744,6.467,14.91,15.737,14.125,12.017,16.792,3.605,3.605,13.789,18.096,7.909,17.064,18.137,6.467,17.064,17.877,7.909,13.509,24.755,13.629,4.711,0.954,14.125,1.809,16.374,13.892,22.984,13.562,14.125,4.383,14.545,13.629,12.017,13.067,16.298,16.298,11.744,13.892,0.0,20.446,13.634,17.585,12.247,7.753,8.551
Us Motoca,16.286,10.898,12.473,15.19,19.472,18.958,19.468,19.72,5.28,17.251,20.446,19.489,20.794,0.0,10.144,3.496,3.91,19.669,5.784,4.722,19.899,5.445,14.987,5.341,7.457,19.343,8.94,10.347,19.036,18.593,11.93,5.644,5.193,13.975,13.365,5.885,5.586,10.478,12.177,14.03,10.125,19.622,18.868,20.248,13.545,13.545,15.398,11.433,10.385,20.06,10.66,1.742,19.883,1.772,4.58,18.736,8.94,19.42,15.942,13.545,23.642,19.128,19.343,7.457,12.066,10.572,15.65,14.658,10.989,9.043,11.93,13.78,5.885,18.868,14.703,15.288,15.625,7.313,19.669,19.472,7.98,20.255,12.473,13.906,10.803,18.794,18.794,13.635,5.644,14.658,19.468,5.784,19.472,19.468,8.94,14.658,14.865,9.82,15.288,19.036,21.964,12.473,19.128,10.385,11.626,1.742,14.316,12.473,18.015,14.987,15.288,13.906,17.251,5.414,5.414,19.669,11.626,20.446,0.0,12.527,4.628,12.693,17.297,18.115
Xambar,9.474,2.556,0.231,2.769,15.189,12.146,3.402,2.82,11.579,8.088,13.634,12.677,13.982,12.527,17.449,9.627,10.678,9.267,9.23,8.585,13.087,11.744,3.537,8.085,13.617,3.277,3.048,1.371,12.726,11.781,1.17,10.325,8.006,7.163,1.338,7.646,9.79,10.039,1.456,7.218,8.721,12.81,12.056,13.436,1.448,1.448,3.935,3.829,8.981,9.657,1.992,16.762,13.071,13.847,9.731,12.427,3.048,9.018,11.66,1.448,17.221,12.316,3.277,13.617,0.754,10.133,8.747,7.846,4.48,16.348,1.17,1.683,7.646,12.056,3.231,3.839,8.813,14.811,9.267,15.189,11.224,2.546,0.231,12.16,9.399,11.982,11.982,1.759,10.325,7.846,3.402,9.23,15.189,3.402,3.048,7.846,3.416,13.341,3.839,12.726,15.152,0.231,12.316,8.981,0.0,16.762,2.867,0.231,11.203,3.537,3.839,12.16,8.088,7.601,7.601,9.267,0.0,13.634,12.527,0.0,10.544,13.631,10.354,13.194
Xico da Kafua,13.425,9.816,11.39,14.108,14.799,16.097,19.934,20.186,4.711,18.131,17.585,16.628,17.933,4.628,14.394,0.0,7.631,16.808,3.675,5.188,17.038,4.875,13.904,3.232,10.562,19.809,7.858,9.265,16.174,15.732,10.848,5.849,5.659,11.114,12.283,3.024,2.725,10.944,11.095,11.169,7.264,16.761,16.007,17.387,12.463,12.463,18.169,10.351,7.524,17.198,9.578,7.527,17.022,5.948,4.176,15.875,7.858,16.559,11.269,12.463,20.781,16.267,19.809,10.562,10.983,11.038,12.789,11.797,9.907,13.292,10.848,12.698,3.024,16.007,18.021,18.693,12.764,10.129,16.808,14.799,7.708,20.721,11.39,10.703,7.942,15.933,15.933,12.553,5.849,11.797,19.934,3.675,14.799,19.934,7.858,11.797,13.783,10.286,18.693,16.174,19.103,11.39,16.267,7.524,10.544,7.527,13.234,11.39,15.154,13.904,18.693,10.703,18.131,2.552,2.552,16.808,10.544,17.585,4.628,10.544,0.0,14.187,15.541,16.359
Xico do Churrasco,8.736,11.98,13.203,17.042,5.638,9.38,16.306,15.725,6.786,17.934,12.247,8.332,12.595,12.693,22.188,14.187,15.426,16.611,13.916,12.983,11.701,6.627,16.838,13.473,18.356,16.182,10.917,14.368,11.315,10.395,12.661,5.692,13.453,8.072,15.559,6.815,7.236,18.738,14.453,8.212,3.697,6.711,7.747,12.049,15.739,15.739,17.972,12.515,3.501,17.001,11.729,13.275,11.684,13.919,14.417,12.229,10.917,16.362,2.108,15.739,20.584,10.929,16.182,18.356,12.796,18.832,8.01,7.332,12.071,21.087,12.661,15.974,6.815,7.747,17.824,18.495,8.076,19.55,16.611,5.638,3.351,15.45,13.203,0.0,3.915,8.213,8.213,15.828,5.692,7.332,16.306,13.916,5.638,16.306,10.917,7.332,16.717,18.08,18.495,11.315,11.691,13.203,10.929,3.501,13.631,13.275,16.168,13.203,8.006,16.838,18.495,0.0,17.934,12.794,12.794,16.611,13.631,12.247,12.693,13.631,14.187,0.0,6.467,3.344
